index,country,name,full_name,symbol,currency,class,market
271,china,SZSE Environmental Protection,SZSE Environmental Protection,SZEPI,CNY,primary_sectors,world_indices
272,china,SZSE Energy,SZSE Energy,SZESI,CNY,primary_sectors,world_indices
273,china,SZSE Downstream Industry,SZSE Downstream Industry,SZDII,CNY,primary_sectors,world_indices
274,china,SSE New Comp,SSE New Comp,SSECI,CNY,primary_sectors,world_indices
275,china,SSE Telecommunication Services,SSE Telecommunication Services,SSETC,CNY,primary_sectors,world_indices
276,china,SSE Utilities,SSE Utilities,SSEUL,CNY,primary_sectors,world_indices
277,china,SZSE Agriculture,SZSE Agriculture,SZAI,CNY,primary_sectors,world_indices
278,china,SZSE Business Service,SZSE Business Service,SZBSI,CNY,primary_sectors,world_indices
279,china,SZSE Central Company,SZSE Central Company,SZCCIP,CNY,primary_sectors,world_indices
280,china,SZSE Chinext 50,SZSE Chinext 50,SZEXT50,CNY,primary_sectors,world_indices
281,china,SZSE Commodities Producer,SZSE Commodities Producer,SZCPI,CNY,primary_sectors,world_indices
282,china,SZSE Conglomerates,SZSE Conglomerates,SZCOI,CNY,primary_sectors,world_indices
283,china,SZSE Construction,SZSE Construction,SZCSI,CNY,primary_sectors,world_indices
284,china,SZSE Consumer 50,SZSE Consumer 50,SZC50,CNY,primary_sectors,world_indices
285,china,SZSE Consumer Discretionary,SZSE Consumer Discretionary,SZCDSI,CNY,primary_sectors,world_indices
286,china,SZSE Consumer Staples,SZSE Consumer Staples,SZCSSI,CNY,primary_sectors,world_indices
287,china,SZSE Culture,SZSE Culture,SZCI,CNY,primary_sectors,world_indices
288,china,SZSE Defensive 50,SZSE Defensive 50,SZD50,CNY,primary_sectors,world_indices
289,china,SSE Misc Sub,SSE Misc Sub,SSEN,CNY,primary_sectors,world_indices
290,china,FTSE China Fixed Line TelecommunUSD,FTSE China Fixed Line TelecommunUSD,FTWICHN6530U,USD,other_indices,global_indices
291,china,FTSE China Fixed Line TelecommunJPY,FTSE China Fixed Line TelecommunJPY,FTWICHN6530Y,JPY,other_indices,global_indices
292,china,FTSE China Fixed Line TelecommunGBP,FTSE China Fixed Line TelecommunGBP,FTWICHN6530S,GBP,other_indices,global_indices
293,china,FTSE China A50 CNY,FTSE China A50 CNY,FTXIN9C,CNY,other_indices,global_indices
294,china,FTSE China A50 HKD,FTSE China A50 HKD,FTXIN9H,HKD,other_indices,global_indices
295,china,FTSE/Xinhua China A50 Total Return,FTSE/Xinhua China A50 Total Return,TRIXIN9,CNY,other_indices,global_indices
296,china,FTSE China 50 Total Return,FTSE China 50 Total Return,TRIXIN0,HKD,other_indices,global_indices
297,china,FTSE China 50 Mini,FTSE China 50 Mini,FTFXTM,HKD,other_indices,global_indices
298,china,FTSE Intl All-World Regional Indices - Greater Chi,FTSE Intl All-World Regional Indices - Greater China EUR,FTAWGCHIE,EUR,other_indices,global_indices
299,china,FTSE Intl All-World Regional Indices - Greater Chi,FTSE Intl All-World Regional Indices - Greater China JPY,FTAWGCHIY,JPY,other_indices,global_indices
300,china,FTSE Intl All-World Regional Indices - Greater Chi,FTSE Intl All-World Regional Indices - Greater China GBP,FTAWGCHIP,GBP,other_indices,global_indices
301,china,FTSE China A50 USD,FTSE China A50 USD,FTXIN9U,USD,other_indices,global_indices
302,china,FTSE Intl All-World Regional Indices - Greater Chi,FTSE Intl All-World Regional Indices - Greater China USD,FTAWGCHIU,USD,other_indices,global_indices
303,china,FTSE Intl All-World Country Indices - China JPY,FTSE Intl All-World Country Indices - China JPY,FTWICHNY,JPY,other_indices,global_indices
304,china,FTSE Intl All-World Country Indices - China GBP,FTSE Intl All-World Country Indices - China GBP,FTWICHNP,GBP,other_indices,global_indices
305,china,FTSE Mpf Domestic Hong Kong,FTSE Mpf Domestic Hong Kong,TFTGPMPF031H,HKD,other_indices,global_indices
306,china,FTSE China Health Care Equipment & Services Total,FTSE China Health Care Equipment & Services Total Return GBP,TFTWICHN4530S,GBP,other_indices,global_indices
307,china,FTSE MPF China Total Return,FTSE MPF China Total Return,TFTGPMPF030H,HKD,other_indices,global_indices
308,china,FTSE China Support Services Total Return USD,FTSE China Support Services Total Return USD,TFTWICHN2790U,USD,other_indices,global_indices
309,china,FTSE China Mobile Telecommunications Total Return,FTSE China Mobile Telecommunications Total Return GBP,TFTWICHN6570S,GBP,other_indices,global_indices
310,china,FTSE China Food Producers Total Return USD,FTSE China Food Producers Total Return USD,TFTWICHN3570U,USD,other_indices,global_indices
311,china,FTSE Intl All-World Country Indices - China EUR,FTSE Intl All-World Country Indices - China EUR,FTWICHNE,EUR,other_indices,global_indices
312,china,FTSE China Real Estate Investment & Services Total,FTSE China Real Estate Investment & Services Total Return EUR,TFTWICHN8630E,EUR,other_indices,global_indices
313,china,FTSE China 50 Net Tax,FTSE China 50 Net Tax,TRIXIN0N,HKD,other_indices,global_indices
314,china,FTSE China A 200 Total Return CNY,FTSE China A 200 Total Return CNY,TFTXIN3C,CNY,other_indices,global_indices
315,china,FTSE China 200 Oil Equipment Services & Distributi,FTSE China 200 Oil Equipment Services & Distribution HKD,FTXIN30570H,HKD,other_indices,global_indices
316,china,FTSE China 200 Oil & Gas Producers HKD,FTSE China 200 Oil & Gas Producers HKD,FTXIN30530H,HKD,other_indices,global_indices
317,china,FTSE China A50 Shariah,FTSE China A50 Shariah,TRIGPCSSA50,CNY,other_indices,global_indices
318,china,FTSE China A50 CNHUSD Net Total Return,FTSE China A50 CNHUSD Net Total Return,TFTA50CNHNU,USD,other_indices,global_indices
319,china,FTSE Custom China 50 CAD Total Return,FTSE Custom China 50 CAD Total Return,TRIGPBGI028,CAD,other_indices,global_indices
320,china,FTSE China 50 3x Daily Leveraged,FTSE China 50 3x Daily Leveraged,FTXIN0UL3X,USD,other_indices,global_indices
321,china,FTSE China 50 2x Daily Leveraged,FTSE China 50 2x Daily Leveraged,FTXIN0UL2X,USD,other_indices,global_indices
322,china,FTSE China 50 3x Daily Short,FTSE China 50 3x Daily Short,FTXIN0US3X,USD,other_indices,global_indices
323,china,FTSE China A Net Tax,FTSE China A Net Tax,TRIFQCAN,CNY,other_indices,global_indices
324,china,FTSE Custom China 50 CAD,FTSE Custom China 50 CAD,FTGPBGI028,CAD,other_indices,global_indices
325,china,FTSE China 50 Daily Short,FTSE China 50 Daily Short,FTXIN0US1X,USD,other_indices,global_indices
326,china,FTSE China 50 2x Daily Short,FTSE China 50 2x Daily Short,FTXIN0US2X,USD,other_indices,global_indices
327,china,FTSE China A-H 50,FTSE China A-H 50,TRIFCAH50,CNY,other_indices,global_indices
328,china,FTSE Emerging Markets All Cap China A Inclusion Ne,FTSE Emerging Markets All Cap China A Inclusion Net Tax US RIC,TRIFQEACR,USD,other_indices,global_indices
329,china,FTSE Emerging incl China Overseas non-R/QFII GDP W,FTSE Emerging incl China Overseas non-R/QFII GDP Weighted,TRIGDPECO,USD,other_indices,global_indices
330,china,FTSE China 50 Net Tax USD,FTSE China 50 Net Tax USD,TRIXIN0UN,USD,other_indices,global_indices
331,china,FTSE China A 200 Total Return USD,FTSE China A 200 Total Return USD,TFTXIN3U,USD,other_indices,global_indices
332,china,FTSE Emerging incl China Overseas non-R/QFII Total,FTSE Emerging incl China Overseas non-R/QFII Total Return,TRIFQECOQ,USD,other_indices,global_indices
333,china,FTSE Emerging incl China Overseas non-R/QFII Net T,FTSE Emerging incl China Overseas non-R/QFII Net Tax,TRIFQECONQ,USD,other_indices,global_indices
334,china,FTSE China Health Care Equipment & Services Total,FTSE China Health Care Equipment & Services Total Return USD,TFTWICHN4530U,USD,other_indices,global_indices
335,china,FTSE China Alternative Energy Total Return JPY,FTSE China Alternative Energy Total Return JPY,TFTWICHN0580Y,JPY,other_indices,global_indices
336,china,FTSE China Financial Services Total Return GBP,FTSE China Financial Services Total Return GBP,TFTWICHN8770S,GBP,other_indices,global_indices
337,china,FTSE China Support Services Price JPY,FTSE China Support Services Price JPY,FTWICHN2790Y,JPY,other_indices,global_indices
338,china,FTSE China Real Estate Investment & Services Price,FTSE China Real Estate Investment & Services Price JPY,FTWICHN8630Y,JPY,other_indices,global_indices
339,china,FTSE China Real Estate Investment & Services Price,FTSE China Real Estate Investment & Services Price USD,FTWICHN8630U,USD,other_indices,global_indices
340,china,FTSE China Real Estate Investment & Services Price,FTSE China Real Estate Investment & Services Price EUR,FTWICHN8630E,EUR,other_indices,global_indices
341,china,FTSE China Real Estate Investment & Services Price,FTSE China Real Estate Investment & Services Price GBP,FTWICHN8630S,GBP,other_indices,global_indices
342,china,FTSE China Mobile Telecommunications Price JPY,FTSE China Mobile Telecommunications Price JPY,FTWICHN6570Y,JPY,other_indices,global_indices
343,china,FTSE China Mobile Telecommunications Price EUR,FTSE China Mobile Telecommunications Price EUR,FTWICHN6570E,EUR,other_indices,global_indices
344,china,FTSE China Mobile Telecommunications Price USD,FTSE China Mobile Telecommunications Price USD,FTWICHN6570U,USD,other_indices,global_indices
345,china,FTSE China Support Services Price GBP,FTSE China Support Services Price GBP,FTWICHN2790S,GBP,other_indices,global_indices
346,china,FTSE China Mobile Telecommunications Price GBP,FTSE China Mobile Telecommunications Price GBP,FTWICHN6570S,GBP,other_indices,global_indices
347,china,FTSE China Health Care Equipment & Services Price,FTSE China Health Care Equipment & Services Price GBP,FTWICHN4530S,GBP,other_indices,global_indices
348,china,FTSE China Health Care Equipment & Services Price,FTSE China Health Care Equipment & Services Price USD,FTWICHN4530U,USD,other_indices,global_indices
349,china,FTSE China Health Care Equipment & Services Price,FTSE China Health Care Equipment & Services Price EUR,FTWICHN4530E,EUR,other_indices,global_indices
350,china,FTSE China Food Producers Price EUR,FTSE China Food Producers Price EUR,FTWICHN3570E,EUR,other_indices,global_indices
351,china,FTSE China Food Producers Price USD,FTSE China Food Producers Price USD,FTWICHN3570U,USD,other_indices,global_indices
352,china,FTSE China Food Producers Price JPY,FTSE China Food Producers Price JPY,FTWICHN3570Y,JPY,other_indices,global_indices
353,china,FTSE China Food Producers Price GBP,FTSE China Food Producers Price GBP,FTWICHN3570S,GBP,other_indices,global_indices
354,china,FTSE China Financial Services Price JPY,FTSE China Financial Services Price JPY,FTWICHN8770Y,JPY,other_indices,global_indices
355,china,FTSE China Health Care Equipment & Services Price,FTSE China Health Care Equipment & Services Price JPY,FTWICHN4530Y,JPY,other_indices,global_indices
356,china,FTSE China Support Services Price EUR,FTSE China Support Services Price EUR,FTWICHN2790E,EUR,other_indices,global_indices
357,china,FTSE China Support Services Price USD,FTSE China Support Services Price USD,FTWICHN2790U,USD,other_indices,global_indices
358,china,FTSE China Alternative Energy Total Return EUR,FTSE China Alternative Energy Total Return EUR,TFTWICHN0580E,EUR,other_indices,global_indices
359,china,FTSE China Real Estate Investment & Services Total,FTSE China Real Estate Investment & Services Total Return USD,TFTWICHN8630U,USD,other_indices,global_indices
360,china,FTSE China Health Care Equipment & Services Total,FTSE China Health Care Equipment & Services Total Return EUR,TFTWICHN4530E,EUR,other_indices,global_indices
361,china,FTSE China Food Producers Total Return JPY,FTSE China Food Producers Total Return JPY,TFTWICHN3570Y,JPY,other_indices,global_indices
362,china,FTSE China Financial Services Total Return JPY,FTSE China Financial Services Total Return JPY,TFTWICHN8770Y,JPY,other_indices,global_indices
363,china,FTSE China Real Estate Investment & Services Total,FTSE China Real Estate Investment & Services Total Return GBP,TFTWICHN8630S,GBP,other_indices,global_indices
364,china,FTSE China Support Services Total Return JPY,FTSE China Support Services Total Return JPY,TFTWICHN2790Y,JPY,other_indices,global_indices
365,china,FTSE China Financial Services Total Return EUR,FTSE China Financial Services Total Return EUR,TFTWICHN8770E,EUR,other_indices,global_indices
366,china,FTSE China Health Care Equipment & Services Total,FTSE China Health Care Equipment & Services Total Return JPY,TFTWICHN4530Y,JPY,other_indices,global_indices
367,china,FTSE China Alternative Energy Total Return USD,FTSE China Alternative Energy Total Return USD,TFTWICHN0580U,USD,other_indices,global_indices
368,china,FTSE China Alternative Energy Total Return GBP,FTSE China Alternative Energy Total Return GBP,TFTWICHN0580S,GBP,other_indices,global_indices
369,china,FTSE China Mobile Telecommunications Total Return,FTSE China Mobile Telecommunications Total Return EUR,TFTWICHN6570E,EUR,other_indices,global_indices
370,china,FTSE China Food Producers Total Return EUR,FTSE China Food Producers Total Return EUR,TFTWICHN3570E,EUR,other_indices,global_indices
371,china,FTSE China Mobile Telecommunications Total Return,FTSE China Mobile Telecommunications Total Return JPY,TFTWICHN6570Y,JPY,other_indices,global_indices
372,china,FTSE China Support Services Total Return GBP,FTSE China Support Services Total Return GBP,TFTWICHN2790S,GBP,other_indices,global_indices
373,china,FTSE China Support Services Total Return EUR,FTSE China Support Services Total Return EUR,TFTWICHN2790E,EUR,other_indices,global_indices
374,china,FTSE China Mobile Telecommunications Total Return,FTSE China Mobile Telecommunications Total Return USD,TFTWICHN6570U,USD,other_indices,global_indices
375,china,FTSE China Food Producers Total Return GBP,FTSE China Food Producers Total Return GBP,TFTWICHN3570S,GBP,other_indices,global_indices
376,china,FTSE China Financial Services Total Return USD,FTSE China Financial Services Total Return USD,TFTWICHN8770U,USD,other_indices,global_indices
377,china,FTSE China Real Estate Investment & Services Total,FTSE China Real Estate Investment & Services Total Return JPY,TFTWICHN8630Y,JPY,other_indices,global_indices
378,china,FTSE China 200 Chemicals HKD,FTSE China 200 Chemicals HKD,FTXIN31350H,HKD,other_indices,global_indices
379,china,FTSE China 200 Industrial Metals HKD,FTSE China 200 Industrial Metals HKD,FTXIN31750H,HKD,other_indices,global_indices
380,china,FTSE China 200 Mining HKD,FTSE China 200 Mining HKD,FTXIN31770H,HKD,other_indices,global_indices
381,china,FTSE China 200 Construction & Materials HKD,FTSE China 200 Construction & Materials HKD,FTXIN32350H,HKD,other_indices,global_indices
382,china,FTSE China 200 Beverages USD,FTSE China 200 Beverages USD,FTXIN33530U,USD,other_indices,global_indices
383,china,FTSE China 200 Automobiles & Parts USD,FTSE China 200 Automobiles & Parts USD,FTXIN33350U,USD,other_indices,global_indices
384,china,FTSE China 200 Industrial Transportation USD,FTSE China 200 Industrial Transportation USD,FTXIN32770U,USD,other_indices,global_indices
385,china,FTSE China 200 Industrial Engineering USD,FTSE China 200 Industrial Engineering USD,FTXIN32750U,USD,other_indices,global_indices
386,china,FTSE China 200 Electronic & Electrical Equipment U,FTSE China 200 Electronic & Electrical Equipment USD,FTXIN32730U,USD,other_indices,global_indices
387,china,FTSE China 200 General Industrials USD,FTSE China 200 General Industrials USD,FTXIN32720U,USD,other_indices,global_indices
388,china,FTSE China 200 Aerospace & Defence USD,FTSE China 200 Aerospace & Defence USD,FTXIN32710U,USD,other_indices,global_indices
389,china,FTSE China 200 Construction & Materials USD,FTSE China 200 Construction & Materials USD,FTXIN32350U,USD,other_indices,global_indices
390,china,FTSE China 200 Food Producers USD,FTSE China 200 Food Producers USD,FTXIN33570U,USD,other_indices,global_indices
391,china,FTSE China 200 Mining USD,FTSE China 200 Mining USD,FTXIN31770U,USD,other_indices,global_indices
392,china,FTSE China 200 Chemicals USD,FTSE China 200 Chemicals USD,FTXIN31350U,USD,other_indices,global_indices
393,china,FTSE China 200 Oil Equipment Services & Distributi,FTSE China 200 Oil Equipment Services & Distribution USD,FTXIN30570U,USD,other_indices,global_indices
394,china,FTSE China 200 Oil & Gas Producers USD,FTSE China 200 Oil & Gas Producers USD,FTXIN30530U,USD,other_indices,global_indices
395,china,FTSE China 200 Technology Hardware & Equipment CNY,FTSE China 200 Technology Hardware & Equipment CNY,FTXIN39570C,CNY,other_indices,global_indices
396,china,FTSE China 200 Software and Computer Services CNY,FTSE China 200 Software and Computer Services CNY,FTXIN39530C,CNY,other_indices,global_indices
397,china,FTSE China 200 General Financial CNY,FTSE China 200 General Financial CNY,FTXIN38770C,CNY,other_indices,global_indices
398,china,FTSE China 200 Life Insurance CNY,FTSE China 200 Life Insurance CNY,FTXIN38570C,CNY,other_indices,global_indices
399,china,FTSE China 200 Banks CNY,FTSE China 200 Banks CNY,FTXIN38350C,CNY,other_indices,global_indices
400,china,FTSE China 200 Industrial Metals USD,FTSE China 200 Industrial Metals USD,FTXIN31750U,USD,other_indices,global_indices
401,china,FTSE China 200 Household Goods USD,FTSE China 200 Household Goods USD,FTXIN33720U,USD,other_indices,global_indices
402,china,FTSE China 200 Leisure Goods USD,FTSE China 200 Leisure Goods USD,FTXIN33740U,USD,other_indices,global_indices
403,china,FTSE China 200 Personal Goods USD,FTSE China 200 Personal Goods USD,FTXIN33760U,USD,other_indices,global_indices
404,china,MSCI China A Onshore Price CNY,MSCI China A Onshore Price CNY,MICNA0000PCN,CNY,other_indices,global_indices
405,china,MSCI China A International Pr USD,MSCI China A International Pr USD,MICNA0000PUS,USD,other_indices,global_indices
406,china,FTSE China 200 Real Estate Investment and Services,FTSE China 200 Real Estate Investment and Services CNY,FTXIN38630C,CNY,other_indices,global_indices
407,china,FTSE China 200 Alternate Energy HKD,FTSE China 200 Alternate Energy HKD,FTXIN30580H,HKD,other_indices,global_indices
408,china,FTSE China 200 Real Estate Investment and Services,FTSE China 200 Real Estate Investment and Services HKD,FTXIN38630H,HKD,other_indices,global_indices
409,china,FTSE China 200 Real Estate Investment and Services,FTSE China 200 Real Estate Investment and Services USD,FTXIN38630U,USD,other_indices,global_indices
410,china,FTSE China 200 Alternate Energy USD,FTSE China 200 Alternate Energy USD,FTXIN30580U,USD,other_indices,global_indices
411,china,FTSE China 200 Alternate Energy CNY,FTSE China 200 Alternate Energy CNY,FTXIN30580C,CNY,other_indices,global_indices
412,china,FTSE China 200 General Financial USD,FTSE China 200 General Financial USD,FTXIN38770U,USD,other_indices,global_indices
413,china,FTSE China 200 Banks USD,FTSE China 200 Banks USD,FTXIN38350U,USD,other_indices,global_indices
414,china,FTSE China 200 Electricity USD,FTSE China 200 Electricity USD,FTXIN37530U,USD,other_indices,global_indices
415,china,FTSE China 200 Pharmaceuticals & Biotechnology USD,FTSE China 200 Pharmaceuticals & Biotechnology USD,FTXIN34570U,USD,other_indices,global_indices
416,china,FTSE China 200 Technology Hardware & Equipment USD,FTSE China 200 Technology Hardware & Equipment USD,FTXIN39570U,USD,other_indices,global_indices
417,china,FTSE China 200 Software and Computer Services USD,FTSE China 200 Software and Computer Services USD,FTXIN39530U,USD,other_indices,global_indices
418,china,FTSE China 200 Life Insurance USD,FTSE China 200 Life Insurance USD,FTXIN38570U,USD,other_indices,global_indices
419,china,FTSE China 200 Mobile Telecommunication USD,FTSE China 200 Mobile Telecommunication USD,FTXIN36570U,USD,other_indices,global_indices
420,china,FTSE China 200 Travel & Leisure USD,FTSE China 200 Travel & Leisure USD,FTXIN35750U,USD,other_indices,global_indices
421,china,FTSE China 200 Media USD,FTSE China 200 Media USD,FTXIN35550U,USD,other_indices,global_indices
422,china,FTSE China 200 General Retailers USD,FTSE China 200 General Retailers USD,FTXIN35370U,USD,other_indices,global_indices
423,china,FTSE China 200 Electricity CNY,FTSE China 200 Electricity CNY,FTXIN37530C,CNY,other_indices,global_indices
424,china,FTSE China Financial Services Price USD,FTSE China Financial Services Price USD,FTWICHN8770U,USD,other_indices,global_indices
425,china,FTSE China 200 Mobile Telecommunication CNY,FTSE China 200 Mobile Telecommunication CNY,FTXIN36570C,CNY,other_indices,global_indices
426,china,FTSE China 200 Media CNY,FTSE China 200 Media CNY,FTXIN35550C,CNY,other_indices,global_indices
427,china,FTSE China 200 Oil & Gas Producers CNY,FTSE China 200 Oil & Gas Producers CNY,FTXIN30530C,CNY,other_indices,global_indices
428,china,FTSE China 200 Life Insurance HKD,FTSE China 200 Life Insurance HKD,FTXIN38570H,HKD,other_indices,global_indices
429,china,FTSE China 200 Mobile Telecommunication HKD,FTSE China 200 Mobile Telecommunication HKD,FTXIN36570H,HKD,other_indices,global_indices
430,china,FTSE China 200 Travel & Leisure HKD,FTSE China 200 Travel & Leisure HKD,FTXIN35750H,HKD,other_indices,global_indices
431,china,FTSE China 200 Media HKD,FTSE China 200 Media HKD,FTXIN35550H,HKD,other_indices,global_indices
432,china,FTSE China 200 General Retailers HKD,FTSE China 200 General Retailers HKD,FTXIN35370H,HKD,other_indices,global_indices
433,china,FTSE China 200 Pharmaceuticals & Biotechnology HKD,FTSE China 200 Pharmaceuticals & Biotechnology HKD,FTXIN34570H,HKD,other_indices,global_indices
434,china,FTSE China 200 Personal Goods HKD,FTSE China 200 Personal Goods HKD,FTXIN33760H,HKD,other_indices,global_indices
435,china,FTSE China 200 Chemicals CNY,FTSE China 200 Chemicals CNY,FTXIN31350C,CNY,other_indices,global_indices
436,china,FTSE China 200 Leisure Goods HKD,FTSE China 200 Leisure Goods HKD,FTXIN33740H,HKD,other_indices,global_indices
437,china,FTSE China 200 Food Producers HKD,FTSE China 200 Food Producers HKD,FTXIN33570H,HKD,other_indices,global_indices
438,china,FTSE China 200 Beverages HKD,FTSE China 200 Beverages HKD,FTXIN33530H,HKD,other_indices,global_indices
439,china,FTSE China 200 Automobiles & Parts HKD,FTSE China 200 Automobiles & Parts HKD,FTXIN33350H,HKD,other_indices,global_indices
440,china,FTSE China 200 Industrial Transportation HKD,FTSE China 200 Industrial Transportation HKD,FTXIN32770H,HKD,other_indices,global_indices
441,china,FTSE China 200 Industrial Engineering HKD,FTSE China 200 Industrial Engineering HKD,FTXIN32750H,HKD,other_indices,global_indices
442,china,FTSE China 200 Electronic & Electrical Equipment H,FTSE China 200 Electronic & Electrical Equipment HKD,FTXIN32730H,HKD,other_indices,global_indices
443,china,FTSE China 200 General Industrials HKD,FTSE China 200 General Industrials HKD,FTXIN32720H,HKD,other_indices,global_indices
444,china,FTSE China 200 Aerospace & Defence HKD,FTSE China 200 Aerospace & Defence HKD,FTXIN32710H,HKD,other_indices,global_indices
445,china,FTSE China 200 Household Goods HKD,FTSE China 200 Household Goods HKD,FTXIN33720H,HKD,other_indices,global_indices
446,china,FTSE China 200 Industrial Metals CNY,FTSE China 200 Industrial Metals CNY,FTXIN31750C,CNY,other_indices,global_indices
447,china,FTSE China 200 Mining CNY,FTSE China 200 Mining CNY,FTXIN31770C,CNY,other_indices,global_indices
448,china,FTSE China 200 Aerospace & Defence CNY,FTSE China 200 Aerospace & Defence CNY,FTXIN32710C,CNY,other_indices,global_indices
449,china,FTSE China 200 General Retailers CNY,FTSE China 200 General Retailers CNY,FTXIN35370C,CNY,other_indices,global_indices
450,china,FTSE China 200 Pharmaceuticals & Biotechnology CNY,FTSE China 200 Pharmaceuticals & Biotechnology CNY,FTXIN34570C,CNY,other_indices,global_indices
451,china,FTSE China 200 Personal Goods CNY,FTSE China 200 Personal Goods CNY,FTXIN33760C,CNY,other_indices,global_indices
452,china,FTSE China 200 Leisure Goods CNY,FTSE China 200 Leisure Goods CNY,FTXIN33740C,CNY,other_indices,global_indices
453,china,FTSE China 200 Household Goods CNY,FTSE China 200 Household Goods CNY,FTXIN33720C,CNY,other_indices,global_indices
454,china,FTSE China 200 Food Producers CNY,FTSE China 200 Food Producers CNY,FTXIN33570C,CNY,other_indices,global_indices
455,china,FTSE China 200 Beverages CNY,FTSE China 200 Beverages CNY,FTXIN33530C,CNY,other_indices,global_indices
456,china,FTSE China 200 Automobiles & Parts CNY,FTSE China 200 Automobiles & Parts CNY,FTXIN33350C,CNY,other_indices,global_indices
457,china,FTSE China 200 Industrial Transportation CNY,FTSE China 200 Industrial Transportation CNY,FTXIN32770C,CNY,other_indices,global_indices
458,china,FTSE China 200 Industrial Engineering CNY,FTSE China 200 Industrial Engineering CNY,FTXIN32750C,CNY,other_indices,global_indices
459,china,FTSE China 200 Construction & Materials CNY,FTSE China 200 Construction & Materials CNY,FTXIN32350C,CNY,other_indices,global_indices
460,china,FTSE China 200 Oil Equipment Services & Distributi,FTSE China 200 Oil Equipment Services & Distribution CNY,FTXIN30570C,CNY,other_indices,global_indices
461,china,FTSE China 200 Technology Hardware & Equipment HKD,FTSE China 200 Technology Hardware & Equipment HKD,FTXIN39570H,HKD,other_indices,global_indices
462,china,FTSE China 200 Software and Computer Services HKD,FTSE China 200 Software and Computer Services HKD,FTXIN39530H,HKD,other_indices,global_indices
463,china,FTSE China 200 General Financial HKD,FTSE China 200 General Financial HKD,FTXIN38770H,HKD,other_indices,global_indices
464,china,FTSE China 200 Banks HKD,FTSE China 200 Banks HKD,FTXIN38350H,HKD,other_indices,global_indices
465,china,FTSE China 200 Electricity HKD,FTSE China 200 Electricity HKD,FTXIN37530H,HKD,other_indices,global_indices
466,china,FTSE China 200 Electronic & Electrical Equipment C,FTSE China 200 Electronic & Electrical Equipment CNY,FTXIN32730C,CNY,other_indices,global_indices
467,china,FTSE China 200 General Industrials CNY,FTSE China 200 General Industrials CNY,FTXIN32720C,CNY,other_indices,global_indices
468,china,FTSE China 200 Travel & Leisure CNY,FTSE China 200 Travel & Leisure CNY,FTXIN35750C,CNY,other_indices,global_indices
469,china,FTSE China Financial Services Price EUR,FTSE China Financial Services Price EUR,FTWICHN8770E,EUR,other_indices,global_indices
470,china,FTSE China Financial Services Price GBP,FTSE China Financial Services Price GBP,FTWICHN8770S,GBP,other_indices,global_indices
471,china,FTSE China Alternative Energy Price USD,FTSE China Alternative Energy Price USD,FTWICHN0580U,USD,other_indices,global_indices
472,china,FTSE China Oil Equipment Servi JPY,FTSE China Oil Equipment Servi JPY,FTWICHN0570Y,JPY,other_indices,global_indices
473,china,FTSE China Oil Equipment Servi USD,FTSE China Oil Equipment Servi USD,FTWICHN0570U,USD,other_indices,global_indices
474,china,FTSE China Oil Equipment Servi EUR,FTSE China Oil Equipment Servi EUR,FTWICHN0570E,EUR,other_indices,global_indices
475,china,FTSE China Oil Gas Producers GBP,FTSE China Oil Gas Producers GBP,FTWICHN0530S,GBP,other_indices,global_indices
476,china,FTSE China Oil Gas Producers JPY,FTSE China Oil Gas Producers JPY,FTWICHN0530Y,JPY,other_indices,global_indices
477,china,FTSE China Oil Gas Producers USD,FTSE China Oil Gas Producers USD,FTWICHN0530U,USD,other_indices,global_indices
